      2500.00      3.50000      0.00000      0.00000     -2.53400
      2500.00      3.50000     0.250000      0.00000     -2.60200
      2500.00      3.50000     0.500000      0.00000     -2.65800
      2500.00      3.50000     0.750000      0.00000     -2.70000
      2500.00      3.50000      1.00000      0.00000     -2.73200
      2500.00      3.50000    -0.250000      0.00000     -2.45000
      2500.00      3.50000    -0.250000     0.100000     -2.40100
      2500.00      3.50000    -0.500000      0.00000     -2.35000
      2500.00      3.50000    -0.500000     0.200000     -2.29800
      2500.00      3.50000    -0.750000      0.00000     -2.22900
      2500.00      3.50000    -0.750000     0.300000     -2.21100
      2500.00      3.50000     -1.00000      0.00000     -2.08400
      2500.00      3.50000     -1.00000     0.400000     -2.13300
      2500.00      3.50000     -1.50000      0.00000     -1.74600
      2500.00      3.50000     -1.50000     0.400000     -1.91300
      2500.00      3.50000     -2.00000      0.00000     -1.39200
      2500.00      3.50000     -2.00000     0.400000     -1.60200
      2500.00      3.50000     -2.50000      0.00000     -1.07400
      2500.00      3.50000     -2.50000     0.400000     -1.25700
      2500.00      3.50000     -3.00000     0.400000    -0.942000
      2500.00      3.50000     -3.50000      0.00000    -0.592000
      2500.00      4.00000      0.00000      0.00000     -2.54700
      2500.00      4.00000     0.250000      0.00000     -2.60200
      2500.00      4.00000     0.500000      0.00000     -2.63500
      2500.00      4.00000     0.750000      0.00000     -2.64800
      2500.00      4.00000      1.00000      0.00000     -2.64000
      2500.00      4.00000    -0.250000      0.00000     -2.46300
      2500.00      4.00000    -0.250000     0.100000     -2.41300
      2500.00      4.00000    -0.500000      0.00000     -2.34900
      2500.00      4.00000    -0.500000     0.200000     -2.30800
      2500.00      4.00000    -0.750000      0.00000     -2.20300
      2500.00      4.00000     -1.00000      0.00000     -2.03100
      2500.00      4.00000     -1.00000     0.400000     -2.12800
      2500.00      4.00000     -1.50000      0.00000     -1.65300
      2500.00      4.00000     -1.50000     0.400000     -1.85500
      2500.00      4.00000     -2.00000      0.00000     -1.27900
      2500.00      4.00000     -2.00000     0.400000     -1.49600
      2500.00      4.00000     -2.50000      0.00000    -0.950000
      2500.00      4.00000     -2.50000     0.400000     -1.12700
      2500.00      4.00000     -3.00000     0.400000    -0.801000
      2500.00      4.50000      0.00000      0.00000     -2.57000
      2500.00      4.50000     0.250000      0.00000     -2.62900
      2500.00      4.50000     0.500000      0.00000     -2.65500
      2500.00      4.50000     0.750000      0.00000     -2.65100
      2500.00      4.50000      1.00000      0.00000     -2.62300
      2500.00      4.50000    -0.250000      0.00000     -2.47000
      2500.00      4.50000    -0.250000     0.100000     -2.42900
      2500.00      4.50000    -0.500000      0.00000     -2.33100
      2500.00      4.50000    -0.750000      0.00000     -2.15800
      2500.00      4.50000    -0.750000     0.300000     -2.20800
      2500.00      4.50000     -1.00000      0.00000     -1.96300
      2500.00      4.50000     -1.00000     0.400000     -2.10300
      2500.00      4.50000     -1.50000      0.00000     -1.55600
      2500.00      4.50000     -1.50000     0.400000     -1.77000
      2500.00      4.50000     -2.00000      0.00000     -1.16900
      2500.00      4.50000     -2.00000     0.400000     -1.37600
      2500.00      4.50000     -2.50000      0.00000    -0.834000
      2500.00      5.00000      0.00000      0.00000     -2.58700
      2500.00      5.00000     0.250000      0.00000     -2.66400
      2500.00      5.00000     0.500000      0.00000     -2.69400
      2500.00      5.00000     0.750000      0.00000     -2.68700
      2500.00      5.00000      1.00000      0.00000     -2.64700
      2500.00      5.00000    -0.250000      0.00000     -2.46300
      2500.00      5.00000    -0.250000     0.100000     -2.43600
      2500.00      5.00000    -0.500000     0.200000     -2.30500
      2500.00      5.00000    -0.750000      0.00000     -2.10000
      2500.00      5.00000    -0.750000     0.300000     -2.17900
      2500.00      5.00000     -1.00000      0.00000     -1.88900
      2500.00      5.00000     -1.50000      0.00000     -1.46100
